,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,lenth,note emotion,lab emotion,color,bee lenth,CNNpossibility,Season
1943,1943,{7046953B-0E04-4EC8-807E-932EEFE88D76},2020-09-16 00:00:00,Flew right at me wanting to attack,0,Thanks for the submission. That is a wood wasp in the Urocerus genus. Otherwise known as a horntail sawfly.,2020-09-16,48.28902,-122.54978,0.130434782608696,0.0773082910231568,0.338362439021282,0,0,0.575819705040699,9
1944,1944,{7047334E-DC88-4D5C-AB2E-48D39E6F1949},2020-06-30 00:00:00,Looked like it was dying.,0,That looks like a ten lined June bug beetle.,2020-06-30,47.200122,-122.532709,0.0948616600790514,0.0288289636232705,0.197950427975728,0,0,0.4717286229133606,6
1945,1945,{705E90DB-B7FD-4571-B236-27D5ADB4257B},2020-09-13 00:00:00,I found this in my flower garden. I cut it in half since it looked so menacing and when I went back 5 minutes later to show my husband a hornet had stolen the body. The tail (stinger) segment was black and kept moving for about 5 minutes after I killed i,0,Thanks for the submission. That is the great golden digger wasp. They are beneficial insects.,2020-09-14,47.360575,-122.274853,1.0,0.203916621018805,0.0296051895236465,1,0,0.2734843492507934,9
1948,1948,{7091D9A4-558A-4EF9-9B37-7765964951AE},2020-10-06 00:00:00,The hornet was dead on a ladder in our back yard.,0,Thanks for the submission. That is the great golden digger wasp.,2020-10-07,48.062828,-122.167939,0.189723320158103,0.0385343788494153,0.0949987039164249,0,0,0.6463637351989746,10
1950,1950,{70AB6764-27F4-4350-8757-6B368256EE9D},2020-06-06 00:00:00,"Very attracted to light, sat on the lightbulb for a while. Not super bright, but no clue how it got inside my house, I haven’t opened a door in a week. I think from the above pictures that it’s a Yellowjacket, but it’s larger than an inch. Spiders,",0,That's a yellow jacket.,2020-06-06,47.551332,-122.085384,0.976284584980237,0.42536921170214,0.0653403114685872,0,1,0.6227332949638367,6
1951,1951,{70C5081F-7FA0-4236-9373-58EA1D84F2D4},2020-07-26 00:00:00,Big and ugly had to squish 3 times,0,Thanks for the submission. That was a female horntail sawfly. Please don't kill them.,2020-07-26,47.003366,-122.671348,0.130434782608696,0.115808172238598,0.0179958350703316,0,0,0.7451397776603699,7
1953,1953,{70E1C2FB-21CC-4B51-A9CB-26D03F6A1926},2020-06-11 00:00:00,It was dead. It's huge.,0,That is a native elm sawfly. Note the clubbed antennae.,2020-06-11,47.761972,-117.365365,0.0869565217391304,0.0725119410306673,0.00787827950132,0,1,0.8147670030593872,6
1954,1954,{70E4D05B-72CD-4C48-BF11-84BD66465FE6},2020-07-06 00:00:00, ,0,Western cicada killer. ,2020-07-06,47.8408,-120.0168,0.0,0.0,0.0189236062065871,0,0,0.7201076745986938,7
1955,1955,{70EF6DB5-0286-4099-8EC4-4893F7602F9D},2020-10-09 00:00:00,"not sure, but came up as 3 different species including red paper wasp, black and yellow mud dauber, and cream-spotted ichneumon",0,Thanks for the submission. That is an Ichneumonid wasp.,2020-10-09,47.5556,-122.18094,0.49802371541502,0.281010762176642,0.113957118095949,1,0,0.490256667137146,10
1956,1956,{7108E8E0-83F1-45D1-B622-44356F06B509},2020-08-13 00:00:00,Large basketball size nest,0,"Thanks for the submission. That looks like a bald faced hornet nest, with size and the varigated colors of the different woods they chew for next materials. Cool!",2020-08-13,45.782311,-122.4801,0.0988142292490119,0.0344652722511481,0.336993149502578,0,0,0.5705165266990662,8
1958,1958,{714C1B0E-0A7F-4DA3-875C-D54F4341F110},2020-09-07 00:00:00, ,0,"Thanks for the submission. That is a Urocerus sp. horntail sawfly, otherwise known as a wood wasp.",2020-09-07,47.855333,-121.677526,0.0,0.0,0.387218300115522,0,0,0.65705406665802,9
1959,1959,{71504F1E-802E-467A-9233-9CC5D97AE92A},2020-09-28 00:00:00,We thought this was a cicada killer but now concerned that it may have been an Asian Giant Hornet after seeing a news video,0,Thanks for the submission. That is a bald faced hornet.,2020-10-03,47.688254,-122.284965,0.482213438735178,0.366984090922467,0.100153096846514,0,0,0.4604083299636841,10
1962,1962,{716EB782-6B2B-4D18-B9F6-F0F5501BC86B},2020-08-17 00:00:00,Had no interest in fruit for me to get a better picture there was 5 flying around going into holes in the ground they were about 1-2 inches long. There were honeys bees around the area,0,Thanks for the submission. That is the beneficial Golden digger wasp!,2020-08-20,46.201979,-123.386354,0.723320158102767,0.587817905355564,0.0479356358746572,0,1,0.3657150268554687,8
1963,1963,{7185361D-C687-4971-AAC9-7AC79112D6E6},2020-08-30 00:00:00, ,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-30,47.587289,-122.179357,0.0,0.0,0.290661285519742,0,0,0.3716034889221191,8
1964,1964,{719039C6-D09F-476D-8E71-DD20E998AEB7},2020-09-13 00:00:00,"Has been smushed so not all parts are where they should be. Very large! Has what looks like a stinger 1/2 long. Do not remember if it had a full orang face. It has been hit with a sledge hammer into the dirt, I pulled of as much dirt as I could. I’ve n",0,Thanks for the submission. That is a wood wasp.,2020-09-13,46.252869,-123.316321,0.992094861660079,0.546593686900913,0.153971557893153,0,1,0.6363545656204224,9
1965,1965,{71928E62-78D3-4790-8F0A-F4F881BD3CD7},2020-10-14 00:00:00,Found in our folded up tent just now,0,Thanks for the submission. That is a yellowjacket.,2020-10-14,48.85987,-122.670382,0.138339920948617,0.126022568077884,0.168323654198834,0,0,0.5494229793548584,10
1967,1967,{71C09D69-78AF-4910-BDC0-1196D8AD3B1B},2020-07-31 00:00:00,The bee I found had accidentally been stepped on so was dying,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-01,47.708691,-122.511447,0.237154150197628,0.176790549650568,0.120728867885267,0,0,0.7264840006828308,8
1968,1968,{71C28ED7-6AFB-406E-97DE-2DF895DDDA58},2020-09-15 00:00:00,Did you get this picture?  I sent it in previously with no reply.  If not an Asian Hornet what is it?,0, ,2020-10-02,48.662869,-122.496027,0.395256916996047,0.193361043629273,0.0,0,0,0.624200165271759,10
1969,1969,{71DBFC9D-B994-44CB-9319-76D6281AAF94},2020-06-14 00:00:00,Found on gravel road by our house,0,That's a Cicada killer.  ,2020-06-14,46.250325,-119.296151,0.126482213438735,0.0787668637228221,0.0367068772660419,0,0,0.5542352199554443,6
1974,1974,{722AC311-1E58-4B5B-AA40-DAC2B0EC5858},2020-08-01 00:00:00,"I'm not sure if this is one, it's big and had a black rump.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-01,47.57755,-122.127391,0.229249011857707,0.007126010054058,0.0764210589042517,1,1,0.3838611841201782,8
1977,1977,{72357838-BAFD-4DA1-AFD8-9C8E9A972AC6},2020-08-04 00:00:00,This insect is trapped in a wasp trap and appears similar to the Asian Giant Hornet. We have also had unusually low numbers of yellowjackets and honey bees this season.,0,Thanks for the submission. Photos are really hard to determine what insect that is. The coloring does not match that of the Asian giant hornet and your county is currently Negative for them.,2020-08-04,48.608122,-117.821604,0.660079051383399,0.0538784375348513,0.922128443415758,1,0,0.4956235289573669,8
1981,1981,{725B39B7-7757-4E4F-AD7D-5CCAA4B0388C},2020-10-11 00:00:00,"I struck this with my weed eater. I have the carcass, I suspect it may be an Asian Hornet but it doesn’t appear to be fully matured. I hope there isn’t a nest in my yard.",0,Thanks for the submission. That is a Jerusalem cricket.,2020-10-11,46.22942,-119.25773,0.66798418972332,0.411069601670544,0.0066618551111653,1,0,0.8176256418228149,10
1982,1982,{72644655-4CED-47F3-8650-769E8E7ABAFB},2020-05-18 00:00:00,Large hornet (about 1.5 inches) landed on dining room window.  Got several pictures.,0,"That's a yellowjacket, not Asian giant hornet.",2020-05-18,48.767498,-122.488037,0.328063241106719,0.130754091405313,0.124707351363577,0,1,0.6869292259216309,5
1984,1984,{7280D4B6-949A-4506-9D2C-D81D445F11A0},2020-08-08 00:00:00,"Roughly 2 inches long and in this photo, it is eating a bee. The bee is at the bottom with its legs sticking up.",0,Thanks for the submission. That is a mating pair of bumble bees.,2020-08-08,45.652653,-122.622809,0.438735177865613,0.352416300305908,0.106377986556162,0,1,0.5834255218505859,8
1985,1985,{728B153C-CA84-4E5B-A646-6F3C7058E0B1},2020-08-20 00:00:00, ,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus.,2020-08-20,47.060275,-122.379662,0.0,0.0,0.347466449095916,0,0,0.4244557023048401,8
1986,1986,{72A21641-E553-4232-9AC7-E3586C59111A},2020-08-19 00:00:00,Found dead and half eaten by ants,0,Thanks for the submission. That is a bald faced hornet.,2020-08-19,49.12069,-122.65523,0.126482213438735,0.0320043799951453,0.216886141246992,0,0,0.5342361927032471,8
1988,1988,{72C9F9AD-ECAD-420F-8A7A-9B9ED565DD5E},2020-08-23 00:00:00,Campers sighted and killed what appeared to resemble two ‘murder hornets’ in their campsite at 12:15pm. They did not preserve the insects but provided photos for reference.,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-23,47.59561,-122.59575,0.675889328063241,0.0797767157967452,0.193792694973325,1,0,0.3609287142753601,8
1993,1993,{730C3CF0-B6C8-4C73-9D60-6AD831ABEC44},2020-08-15 00:00:00,Found in backyard of Marysville neighborhood.,0,Thanks for the submission. That is a female Siricid wood wasp.,2020-08-15,48.06603,-122.115768,0.173913043478261,0.044800857939611,0.222403647054066,0,0,0.4309734106063843,8
1997,1997,{734D2367-9144-4FC0-AB22-4E5D676233ED},2020-08-05 00:00:00,I have a bush outside my front door where the bees and wasps like and this and it was much bigger then the rest.,0,Thanks for submitting. That is a Golden digger wasp. ,2020-08-13,47.65726,-117.41228,0.438735177865613,0.389856888224157,0.222648878018871,0,1,0.3481653928756714,8
2000,2000,{73AB77D7-21AE-4C64-9EBD-2E59209AEB62},2020-10-18 00:00:00,This hornet or wasp was much bigger than I usually see ( it appeared to be about an inch and 1/2 long. Looks like a large yellow jacket,0,Thanks for the submission. That is a yellowjacket.,2020-10-18,46.326595,-119.339615,0.529644268774703,0.13066132930378,0.139437418475547,1,1,0.5429198741912842,10
2002,2002,{73B68763-DB2F-4E33-A5DC-A4C73F54B143},2020-10-19 00:00:00,as big as a spider and exceptionally large body and head,0,Thanks for the submission. That is a Jerusalem cricket.,2020-10-19,46.19948,-119.24694,0.217391304347826,0.0760945105473388,0.189670525952652,0,1,0.5071465969085693,10
2003,2003,{73C1805D-F2F0-4F33-968B-8BD7009387C8},2020-08-29 00:00:00, ,0,Thanks for the submission. Those big eyes belong to the Robber fly!,2020-08-29,48.25431,-121.60421,0.0,0.0,0.0180288658755573,0,0,0.7622731328010559,8
2005,2005,{73D302F1-DCA7-4460-B993-B4FE17A80325},2020-08-14 00:00:00,Comes to our garden everyday.,0,Thanks for the submission. That is a Golden digger wasp. Great in your garden! ,2020-08-14,47.755409,-122.231262,0.110671936758893,0.0381721097076586,0.0924338452421786,0,0,0.4922913312911987,8
2006,2006,{73D32694-7E0B-47A2-8AD8-0289DF4EB8DB},2020-08-09 00:00:00,In mint plant,0,Thanks for the submission. That is a Golden digger wasp. Great pollinators! ,2020-08-09,47.497654,-122.362966,0.0474308300395257,0.0312983933727311,0.298253001304078,0,0,0.2265558093786239,8
2011,2011,{741614B9-D476-4654-A420-F89C3EFE48A6},2020-08-16 00:00:00, ,0,Thanks for the submission. That is a female Siricid horntail.,2020-08-16,47.50172,-123.06587,0.0,0.0,0.268955445714019,0,0,0.5518155694007874,8
2013,2013,{741830AB-B00A-4F18-A5C7-E33993B0B7D0},2020-08-06 00:00:00,It is on my front porch. It is trapped using a glass cup.,0,"Thanks for the submission. That is a beetle, possibly from the Cerambycidae family",2020-08-06,47.135696,-122.446452,0.221343873517787,0.0014515209704577,0.136650508649823,0,0,0.5826051831245422,8
2014,2014,{745D1FE6-688C-402A-B880-9DDE16DDFC52},2020-09-02 00:00:00, ,0,Thanks for the submission. That is a great golden digger wasp.,2020-09-02,47.50524,-122.684707,0.0,0.0,0.0786234185516217,0,0,0.575819705040699,9
2015,2015,{7473DAD5-96B3-4C7E-9A36-04CB5094CA52},2020-08-25 00:00:00,Found on driveway of my home at 3209 gay rd e tacoma,0,"Thanks for the submission. That is a wood wasp, otherwise known as a horntail sawfly. Tremex genus.",2020-08-26,47.230034,-122.385439,0.201581027667984,0.0692483103324338,0.104632384194543,0,0,0.4781603217124939,8
2021,2021,{74CCB795-6540-41FE-A255-592DFB1E08DC},2020-08-10 00:00:00, ,0,Thanks for submitting. That looks like half of a Golden digger wasp. Please don't kill them. ,2020-08-10,47.282048,-122.402385,0.0,0.0,0.19925627989178,0,0,0.434878945350647,8
2023,2023,{74D95E66-3858-4071-9661-33BFF32398AF},2020-07-20 00:00:00,Seen 2 of them trying to get water from my dogs water bowl. I killed one but the other one got away,0,Cicada killer. ,2020-07-23,47.23975,-119.40148,0.387351778656127,0.362472512342656,0.0265792739425647,0,0,0.7268576622009277,7
2025,2025,{74F8B27E-3F95-43C0-883A-F5E0E0E465EA},2020-05-18 00:00:00,"My mom killed one of these yesterday, today she trapped a live one. They are about an inch long. Here is the video",0,Those look like box elder bugs.,2020-05-18,47.384923,-122.045088,0.446640316205534,0.081144723318956,0.130792166531851,0,1,0.575819705040699,5
2029,2029,{7534364F-DE9A-4D7A-B1F8-9908245C1D75},2020-08-28 00:00:00,I saw at least 4 different hornets and trapped two.,0,Thanks for the submission. That's a great golden digger wasp. They are beneficial pollinators.,2020-08-28,48.40168,-122.546695,0.197628458498024,0.106378088944613,0.226213653938363,0,0,0.6390756368637085,8
2031,2031,{753E7364-201B-48D1-8CC3-C033D4569D1D},2020-09-30 00:00:00,"This hornet was huge, I’d never seen one like it. It appeared to be injured as it was flying unusually and with its stinger out (my assumption).",0,"Thanks for the submission. That is a horntail sawfly, or wood wasp.",2020-09-30,47.450836,-122.286491,0.565217391304348,0.228899746043467,0.261679407147853,1,1,0.5634174346923828,9
2032,2032,{7559C4F3-B017-4E5B-A8DC-2BDFC4E867A3},2020-08-10 00:00:00,Kids spotted large insect flying around with very long stinger.  My husband killed it.  We really aren't sure it is an Asian giant hornet.  Attached is a photo.,0,Thanks for submitting. That is a female Siricid sawfly. Please don't kill them.,2020-08-10,47.428576,-122.065903,0.628458498023715,0.162689278176139,0.334902985197489,0,1,0.5726842880249023,8
2033,2033,{75621D00-8524-4D8B-8430-0E7E4E30727B},2020-10-02 00:00:00, ,0,Thanks for the submission. That is a Carrion beetle.,2020-10-11,46.753001,-117.24759,0.0,0.0,0.18782284469894,0,0,0.38043874502182,10
2039,2039,{7591263D-938F-4D87-A8E8-5D31C43329FD},2020-08-16 00:00:00,Found on our deck railing near the bbq grill.  I managed to trap it in a plastic cup.,0,Thanks for the submission. That is a female Siricid wood wasp.,2020-08-16,47.8484,-122.098806,0.33201581027668,0.204929253307674,0.0140229272837759,0,0,0.5864756107330322,8
2041,2041,{75A21B42-8E47-4840-99E4-7B06C809BA97},2020-05-24 00:00:00, ,0,That's a native elm sawfly. Learn more here:  t,2020-07-04,47.22499,-122.46741,0.0,0.0,0.0563817852424211,0,0,0.6910006403923035,7
2045,2045,{75CAC18B-B8C2-4085-BB46-7864100EE133},2020-10-06 00:00:00, ,0,Thanks for the submission. That is an unlucky yellowjacket!,2020-10-07,47.475779,-122.174094,0.0,0.0,0.2495735506254,0,0,0.7647905945777893,10
2053,2053,{760CEE99-046D-4FCE-81EA-FCF7CC221117},2020-09-15 00:00:00,Solitary insect approx 1 1/2 inches long. Crawling on our deck.,0,"Thanks for the submission. That is a wood wasp, or horntail sawfly.",2020-09-15,47.835216,-122.3335,0.245059288537549,0.17061549569834,0.161069306704536,0,1,0.731647253036499,9
2054,2054,{76130B16-300B-48FF-AD50-8F20E29B1C33},2020-07-24 00:00:00,"Cannot see the Hornet, but the next looks like it is a hornets nest, or Asian Giant Hornets nest.  Not sure.  It is about 45'-50' up a Ponderosa Pine tree in my front yard.  This photo is zoomed in as far as my iPhone can zoome.",0,"Thanks for your submission. That is either a bald faced hornet nest, or yellow jacket nest. Please be careful! Your county is currently Negative for Asian giant hornet. Also, they nest in the ground.",2020-07-24,47.816974,-117.35894,0.897233201581028,0.46640293251337,0.94275609299961,0,0,0.5721027851104736,7
2055,2055,{7620D9BF-C9B4-4839-94D3-2F90CB9EE22E},2020-08-26 00:00:00, ,0,"Thanks for the submission. That is a wood wasp, also known as a horntail sawfly.",2020-08-26,48.953787,-122.26614,0.0,0.0,0.249799019360053,0,0,0.8161024451255798,8
2057,2057,{76322C7D-694B-464B-8E61-4206DB84BAFD},2020-08-11 00:00:00,Looks like a bald faced hornet.  Please can you confirm?  It's about an inch long.,0,Thanks for the submission. You are correct!,2020-08-11,47.584006,-122.30825,0.320158102766798,0.285697726609185,0.0762816227333811,0,1,0.3820120990276336,8
2058,2058,{76431092-03D0-43AD-A470-7E84A0B6EBF0},2020-08-06 00:00:00,"We were RVing at Sun Lakes Resort, Coulee City, WA - site 213 - saw this one 8/5 and again 8/6.",0,Thanks for the submission. That is a Cicada killer.,2020-08-19,47.594187,-119.396076,0.371541501976284,0.252341359783559,0.0063759685402063,0,0,0.2529152333736419,8
2060,2060,{76997EF3-87CB-45C2-BB2E-3150FCA17364},2020-07-06 00:00:00,Our camera outside took video of this wasp.  It looks to be quite large.  We wondered if it might be a giant Asian hornet.  Photo attached.,0,Those long legs look like a variety of paper wasp (Polistinae) Check this page out:  ,2020-07-06,46.190609,-119.218421,0.545454545454545,0.287238415099102,0.283236150055818,1,1,0.563791036605835,7
2063,2063,{76B75288-5A11-41B9-8290-84DD1AAD129A},2020-08-23 00:00:00,Coloring on the face doesn’t look right but I hadn’t seen anything like it around here. Please let us know.,0, ,2020-08-23,48.725931,-122.349036,0.41897233201581,0.193854728050136,0.0,0,0,0.6875801086425781,8
2065,2065,{76C43E30-D8A6-451E-8429-B680EEB9108A},2020-07-27 00:00:00,We routinely see 3-4 and always on this hydrangea flowering plant,0,Thanks for the submission. That is a Golden digger wasp. Great pollinators! ,2020-08-09,47.525956,-122.379742,0.25296442687747,0.224341967692738,0.260791895366325,0,0,0.3540363013744354,8
2066,2066,{76C7BA65-2B01-4FD1-BA53-DAF3B0DE56A6},2020-09-01 00:00:00,Sighted on a light post in the cascade park neighborhood of Vancouver.,0,Thanks for the submission. That is a wood wasp from the Tremex genus.,2020-09-01,45.603944,-122.53969,0.272727272727273,0.164906155314156,0.310138018173948,0,0,0.3336142301559448,9
2069,2069,{76CFCAFE-E70D-4E91-951C-4BAB109C5ACD},2020-06-28 00:00:00,Specimen was ~2 inches in length,0,That was a female sawfly. Please don't kill them. ,2020-06-28,47.50142,-122.259726,0.122529644268775,0.11212175562285,0.0012942257289448,0,1,0.6680887937545776,6
2073,2073,{771EAA5F-D162-4B9D-8C7E-D102C7611FC5},2020-06-10 00:00:00,This was 2” long,0,This is one of the coolest beetles in Washington! It's a lonhorned beetle that mimics stinging Hymenoptera:  ,2020-06-14,47.833951,-117.825891,0.0592885375494071,0.0412197920160101,0.265291290453477,0,1,0.7701802253723145,6
2074,2074,{7738A0E6-94A4-424C-BBC4-C586E7D7B763},2020-07-20 00:00:00,"Not sure what this is, doesn’t look quite like your photos but we googled murder hornet and other photos more similar to this came up.",0,Gorgeous picture of a Urocerus horntail! She's a female.  /bgimage,2020-07-20,47.9943,-120.39953,0.525691699604743,0.333030875969019,0.15634611239601,0,0,0.6699353456497192,7
2075,2075,{77397DD0-B50B-4F78-9DD8-CD0E313EDAB4},2020-08-24 00:00:00,"5pm in my flower bed, I think a second one flew in as well, but smaller. We did not get a photo",0,Thanks for the submission. That is the great golden digger wasp.,2020-08-24,47.272071,-122.529171,0.371541501976284,0.0622922055693103,0.211694954851789,0,0,0.4366417229175567,8
2076,2076,{77456FBD-3F5F-439D-9B57-21C818D59E26},2020-06-05 00:00:00,Large wasp found on our front door today. 1”.6” Long.  Appears to have orange face. Lived in the Pacific North west over 55 years and have never seen anything like this here.,0,That is Cimbex elm sawfly. Note the clubbed antennae. They are important for our ecosystem. Please don't kill them.,2020-06-05,47.789639,-122.503281,0.683794466403162,0.397604075851433,0.0898892186625113,0,0,0.6224040389060974,6
2081,2081,{776860A2-09FA-47D9-ADA7-CEA61DC16C1F},2020-07-31 00:00:00,"Flying near white flowered plant at Issaquah Target parking lot.  there were 4-5 of them around 1.5-2"" long.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-02,47.54238,-122.05072,0.422924901185771,0.250409842243346,0.11165467745455,1,1,0.2412121295928955,8
2083,2083,{776E905D-1A04-42E9-81F7-96E15255F6C6},2020-06-11 00:00:00,Very large. The picture appears smaller because we partially smashed it.,0,"That was a beautiful bumble bee! Please, don't kill them.",2020-06-11,47.497014,-117.19934,0.280632411067194,0.145042447413275,0.140614238228386,0,0,0.4479464292526245,6
2085,2085,{7776B014-88BA-44C2-A439-69694ED2D4AE},2020-08-12 00:00:00,"Looking at the pictures, it seems smaller size. However it still appearing larger than what we typically see.",0,Thanks for submitting. That is a clearwing moth that mimics hornets! Very cool.,2020-08-13,47.22693,-122.395053,0.426877470355731,0.15085403526127,0.312226093086162,0,0,0.445444107055664,8
2086,2086,{77782E46-A763-4A26-95D2-F3C05485D045},2020-09-21 00:00:00,Was attracted to my porch light and kept running into the windows until I was finally able to catch it,0,Thanks for the submission. That is a bald faced hornet.,2020-09-21,46.18372,-123.05727,0.399209486166008,0.151647103852902,0.0521761192099904,0,0,0.6564449667930603,9
2091,2091,{77E72D82-CB2A-4D25-87E6-9656479B229E},2020-05-12 00:00:00, ,0,This looks like a partial Odonata; dragonfly or damselfly.,2020-05-12,47.00379,-123.40382,0.0,0.0,0.103362368877774,0,0,0.7844656109809875,5
2094,2094,{7820B3B6-AA7A-4E81-BD06-D457FB201E99},2020-07-19 00:00:00,Missing the head. Found it in the boat later that day,0,Thanks for the submission. That was a Cicada killer. ,2020-07-23,46.585449,-118.003557,0.205533596837945,0.0040160819569438,0.0401995065251919,0,0,0.5820421576499939,7
2099,2099,{78811340-D573-4827-9CB8-C82CB59D0763},2020-09-12 00:00:00, ,0,Thanks for the submission. That is a bald faced hornet.,2020-09-12,47.574376,-122.30544,0.0,0.0,0.190044653824878,0,0,0.7177408933639526,9
2101,2101,{78919372-BC4F-4723-88EB-2E56943251EE},2020-10-08 00:00:00,Found on school playground,0,Thanks for the submission. That is a great golden digger wasp.,2020-10-08,47.760636,-122.313939,0.0988142292490119,0.0610651052152377,0.217600030837233,0,0,0.6899130940437317,10
2104,2104,{78B7F7C0-EAC0-4DC9-B768-CF3157A4B8C9},2020-07-23 00:00:00,From the side view there was more yellow on this enormous hornet. I think it may be one of the ones you have a picture of. I live in West Seattle,0,"Thanks for the submission. It is hard to see, but looks like a horntail sawfly.",2020-07-25,47.513425,-122.363205,0.569169960474308,0.434925677524513,0.300424684811612,1,0,0.6487084627151489,7
2106,2106,{78CA94AF-67CA-4525-AA8F-F9EE5908E2BA},2020-06-18 00:00:00, ,0,That is a Scoliid wasp.,2020-06-18,46.28451,-119.192993,0.0,0.0,0.0088378290122686,0,0,0.2858555614948272,6
2107,2107,{78CE8364-96A9-4638-B8A1-C1B8A21101B0},2020-08-19 00:00:00,"I went for a walk this morning while it was still dark. While approaching a lit streetlamp, I saw a large insect crawling on the ground in front of me. It crawled over onto the dirt and stopped. I leaned over and took a picture of it, and then stepped on",0,Thanks for the submission. That is a Jerusalem cricket.,2020-08-19,46.23801,-119.27524,1.0,0.756714919227937,0.146603833312112,1,0,0.6179534196853638,8
2108,2108,{78D04E44-FB67-42D3-9B48-51C62D1583CD},2020-07-09 00:00:00, ,0,That's a female sawfly. Please don't kill them. Learn about them here:  ,2020-07-09,47.282509,-122.523254,0.0,0.0,0.0742652289125745,0,0,0.6722050309181213,7
2113,2113,{7922DBC7-6351-47E1-A4C2-0017ED007E6A},2020-07-26 00:00:00,was floating in my pool. I drown it. It was about 1 inch long.,0,That was a bumble bee. Please don't kill them. ,2020-07-26,47.61015,-117.266586,0.241106719367589,0.147966600851365,0.0905234225360403,0,1,0.5859273672103882,7
2115,2115,{792BE109-7D6A-4929-9809-EC0D555DCC83},2020-09-30 00:00:00,Large hornets nest. Bigger than a football. No clear sighting of hornets. But glimpses were predominantly black.,0,Thanks for the submission. That is a bald faced hornet nest.,2020-09-30,48.431387,-122.654863,0.438735177865613,0.318464252611987,0.229347856430871,1,0,0.4285134077072143,9
2116,2116,{79527BAD-0773-4CD9-BDC5-5237F1CF6557},2020-08-28 00:00:00,"Very big with odd high pitched ""buzz'",0,Thanks for the submission. That is the great golden digger wasp.,2020-08-28,47.411861,-122.327569,0.142292490118577,0.114187180288273,0.239530675326593,0,1,0.3651935458183288,8
2117,2117,{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-05-13 00:00:00,Found dead on a steel truck.,0,That is a native Elm sawfly,2020-05-13,47.617465,-122.333842,0.106719367588933,0.0636111150416064,0.117860425006204,0,0,0.6974177360534668,5
2119,2119,{7967CF37-A8E8-492B-9601-6555798209A9},2020-07-05 00:00:00,We found 2 bees in our pool skimmer. One was small and easily identified as a yellow jacket the other is much larger. I used a lighter as an identifier. See attached pics,0,That looks like a Scoliid wasp.,2020-06-05,47.71862,-117.408025,0.66798418972332,0.262175975268721,0.136981539891681,1,0,0.7191604375839233,6
2122,2122,{796FB176-A65B-471A-8A36-6059D7FC51E2},2020-07-31 00:00:00,This was found in my swimming pool and I think the colors may be faded due to the chlorine,0,Thanks for the submission. Those wings look very Cicada like!,2020-07-31,45.98977,-122.53664,0.351778656126482,0.210487258437315,0.181803546501105,0,0,0.575819705040699,7
2123,2123,{79BCB5BD-E743-491B-9F00-0F8D5CCCA170},2020-07-05 00:00:00, ,0,That looks like a sawfly. Check out this great site for more information:  ,2020-07-05,47.646366,-122.35795,0.0,0.0,0.229240924346571,0,0,0.575819705040699,7
2124,2124,{79C11696-B450-4F42-A86C-0BE5CADFBC26},2020-07-04 00:00:00, ,0,That's a western cicada killer.,2020-07-04,47.3334,-119.55158,0.0,0.0,0.130399443189501,0,0,0.6713702082633972,7
2126,2126,{79DF5059-6B08-4CDB-BDD1-2ED09C682810},2020-08-03 00:00:00,Found in Almira WA. Not sure if it is one. Pictures attached,0,Thanks for the submission. That is a Cicada killer. ,2020-08-03,47.71075,-118.945005,0.233201581027668,0.0329659646424689,0.190108736245175,0,0,0.6727980375289917,8
2130,2130,{7A19FB8F-D8D4-4EF2-A18B-1F7C4B7B16F8},2020-06-14 00:00:00,While walking I noticed a very large hornet looking bug that may have been stepped on. The pic shows my shoe for reference size. I wear an 8.5 women’s shoe.,0,"It's really hard to identify that, but it does not have the coloring of the Asian giant hornet.",2020-06-15,47.737396,-122.170982,0.612648221343873,0.362175535070754,0.115107093879919,0,0,0.739876925945282,6
2131,2131,{7A1F345B-C762-4547-9128-31E6894FDACE},2020-09-10 00:00:00,Found in woodpile.,0,"Thanks for the submission. That is a wood wasp, or horntail sawfly.",2020-09-10,46.981134,-122.363221,0.0671936758893281,0.0123183451119255,0.0851087163384182,0,0,0.5660722851753235,9
2134,2134,{7A34C414-B4ED-4A74-A7F9-198C7073363D},2020-08-10 00:00:00,It landed in our blue umbrella.  I have an app on my phone that identifies insects.  This picture is zoomed in because I didn't want to get too close to it.  I have never seen one before.,0,Thanks for the submission. That is a thin waisted wasp. ,2020-08-10,48.744859,-122.434583,0.735177865612648,0.619601652114877,0.0919707965870944,0,0,0.5199316143989563,8
2136,2136,{7A4B8C29-9AF0-4BA5-8647-C295B39C18F3},2020-07-28 00:00:00,Ground nest.  Apx. 20-50 each,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-01,47.78245,-122.38464,0.110671936758893,0.0168578218733532,0.0563951848952308,0,0,0.3686485588550567,8
