,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
4456,{C9316C1A-7729-4514-B51E-832A44BB76B6},2020-08-03,Found dead wasp in the back of my house. Not like any wasp I’ve seen around my house and my neighbors also raise honey bees.,0,Thanks for the submission. That is a horntail sawfly. They are harmless.,2020-08-03,47.770956,-122.288526,ATT1614_image.jpg
4406,{C72976BE-546B-42B0-AE95-982F33EF0424},2020-08-03,We were at Wawawai boat launch.  We were unable to get a picture.  Whole head was yellow and it was longer than an inch!,2, ,2020-08-03,46.629061,-117.380677,
4579,{CE8F70F8-CC11-457E-A34D-1D81F5FA931E},2020-08-03,"I saw this on my mint plant in my backyard. It was much larger than the bees that were on the mint. I don't remember the head being orange, it is hard to see in the pictures. It was larger than a yellow jacket. Our neighbors have 3 bee hives and have not",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,45.658211,-122.685296,ATT1619_IMG_8346.jpg
324,{0E5A561F-C73F-4F5F-B252-B166082A1A45},2020-08-03,"Flew over us for dinner. Kind of long and blackish. Killed it with Home Depot yellowjacket spray, which made it turn quite black.",0,Thanks for the submission. That is a female horntail sawfly.,2020-08-03,47.579303,-122.237456,ATT1557_DSC_9166_01.jpg
1777,{51791BDC-1F0D-4EEB-9E49-B4BEAA807BED},2020-08-03,"It was shriveled up and dead, one wing looked missing.",2, ,2020-08-03,47.82068,-117.411081,
1788,{51D54FDE-108A-4409-88AB-312506A59108},2020-08-03,We kill 3 of the wasps pictured. 2 immediately aft cutting a tre down and one a couple days later. They acted lethargic.,0,Thanks for the submission. That is a female horntail sawfly. Please don't kill them.,2020-08-03,48.051842,-117.640075,ATT1551_EFD14180-20A1-4BE0-A395-771402C1B1AD.jpg
2727,{7B8CA71A-3BED-40DA-8689-F9185828D8F2},2020-08-03,"We were playing on the turf soccer field at the Bothell high school in Bothell Washington. We are absolutely positive that we saw a murder hornet on the turf field by one of the goals. As we were walking in the six yard box, my husband looked down and sa",2, ,2020-08-03,47.760316,-122.220738,
1613,{48C1D248-EEA2-4F5A-AA2A-734CA7FAB64E},2020-08-03,"Not sure what this one is, just on case...",0,"Thanks for the submission. That was a female horntail sawfly. They are harmless, please don't kill them.",2020-08-03,47.224152,-122.975851,ATT1549_A1D4BEF8-5258-4D1F-9BE9-696FCB463815.jpg
1831,{5397343F-110C-40B0-8537-61B891FACF47},2020-08-03,found in kent wa on side of road,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-03,47.343927,-122.156464,ATT1560_20200802_194916.jpg
4495,{CAAA24F5-CE90-4DC8-BB7D-96D7DF16AFB4},2020-08-03,At end of Hunts Pnt Rd north of 520 bridge east side of Lake Wa. I cut it’s head off,2, ,2020-08-04,47.651815,-122.229451,
285,{0D10658A-14BC-4E77-A1A8-E154C846DC7E},2020-08-03,The insect appeared at dusk while I was just finishing up painting my garage for the evening. It landed on the building and it was about two inches long with very brown wings. The insect was very dark colored and it was hard to see in the dim light. Mayb,2, ,2020-08-03,47.04966,-123.003809,
2696,{79DF5059-6B08-4CDB-BDD1-2ED09C682810},2020-08-03,Found in Almira WA. Not sure if it is one. Pictures attached,0,Thanks for the submission. That is a Cicada killer. ,2020-08-03,47.71075,-118.945005,ATT1604_ACE261D4-4519-46BE-9321-58B7DFE3A362.jpg
1659,{4AA0E6B2-D4DB-419C-A9AE-F246E69F81F1},2020-08-03, ,2, ,2020-08-03,48.937231,-122.757626,
2858,{80F00C00-FCC0-4DB8-A32C-9CD0FAAC6FDE},2020-08-03, ,0,"Thanks for the submission. That is a ten lined June bug beetle. They are harmless, not necessary to kill them.",2020-08-03,47.97659,-122.20596,ATT1617_80B9BDC0-9E10-4FAF-B950-B23C6E3701FA.jpg
2020,{5C8DF3AE-A68F-4807-BAA0-0BE6FCB27F40},2020-08-03, ,2, ,2020-08-03,47.539823,-121.888747,
1591,{47FB54E8-BC1F-45FC-9C11-818A98F96CB3},2020-08-03,Extremely aggressive it did not like me taking a picture of it and came after me I thankfully did not get stung we were camping at baker lake in Concrete Wa,0,"Thanks for the submission. That is a female, horntail sawfly. She uses her ovipositor to lay eggs.",2020-08-05,48.752579,-121.61225,ATT1679_20200803_143951_HDR_Edited.jpg
4350,{C428C23D-BD1B-4C86-831E-CA7F3B2ADC45},2020-08-03,"I sent a picture of a live hornet today, my sister came and killed it so here's more pictures",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-03,47.850856,-121.676463,ATT1587_0803200917.jpg
437,{13761F63-70D1-4A8B-AB52-FBB4BD1F4042},2020-08-03,"Found around nearby tree by our house, 2 inches long and has a really long stinger",0,Thanks for the submission. That is a female horntail sawfly.,2020-08-03,47.411032,-122.214246,ATT1596_hornet-1.jpg
4594,{CF38FF54-51E8-4305-9E5C-2CCFEAAC02C1},2020-08-03,"digging a hole on the beach at Lake Sammamish State Park,  I took a picture being not sure if it was.",0,Thanks for the submission. That is the Golden digger wasp. ,2020-08-12,47.556403,-122.071584,ATT1881_20200802_174939.jpg
4620,{D0AC7774-2A83-4855-8228-0953A5425F34},2020-08-03, ,2, ,2020-08-03,47.466701,-122.265988,
2848,{8085F023-A0A5-45F7-A01D-ACF76E2BA6F8},2020-08-03,I don’t know how big those hornets get but added the lead to try to have size comparison for you. I was walking dog so didn’t have anything to put it in.,0,Thanks for the submission. That looks like a yellowjacket. ,2020-08-03,47.68305,-122.2986,ATT1601_B9E4010B-755C-4A65-8E1B-6FDDCB2A8193.jpg
193,{09A145AC-F0D7-4C2B-B9C0-BAABD687277C},2020-08-04,Found dead on driveway,0,Thanks for the submission. That is a ten lined June bug beetle.,2020-08-04,47.640059,-122.150326,ATT1638_IMG_20200804_113010.jpg
4079,{B7C4AE11-FF50-4F3D-96DF-8717E2F99404},2020-08-04,Saw what we thought may have been a murder hornet.  Feel free to contact me,0,Thanks for the submission. You've got Golden digger wasps and bees. ,2020-08-05,47.307162,-122.23447,ATT1668_hornet 1.jpg
349,{0F3F2CE6-BB63-4F36-BA85-E71C1BAD0913},2020-08-04,"Flying outside front porch around non-flowering clematis.  Very dark and long from side, guess roughly 1 1/4"" long",2, ,2020-08-04,47.97243,-122.54856,
1979,{5A66042C-999E-47C8-AA87-C24C9C27174C},2020-08-04,While working on the side of tyhe road we noticed a very large wasp. After reveiwing the photos on the internet we believe it was an Asain Hornet.There is a church owned bee hive sevral hundred feet from the sightting location.It was the largest wasp I h,2, ,2020-08-07,47.362846,-122.292119,
5022,{E3565BFB-8546-49C3-A4C3-E987550309A7},2020-08-04, ,0,Thanks for the submission. That is a horntail sawfly wasp.,2020-08-04,47.63225,-122.630197,ATT1626_68C648E0-0030-4BF8-881F-EA85D9FF4732.jpg
502,{15E70B3D-DC65-43BA-AA40-B9857B690504},2020-08-04, ,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-04,48.513617,-121.699204,ATT1636_F20B142F-E09A-4A4D-9D8E-4DDBBBB04F0B.jpg
3214,{9157C0D7-3296-443D-BB33-8C7D680AD352},2020-08-04,looked to be the size of a humming bird watched it on my porch,2, ,2020-08-18,47.248902,-122.52846,
634,{1C5A0F7B-5DD7-485B-972C-255ABB7FC12F},2020-08-04,"Very large hornet, all yellow and more then an inch long",2, ,2020-08-04,47.54103,-122.63847,
1377,{3DCB6169-79EA-4E7C-955E-54FAEF4CCAE2},2020-08-04,"Noticed it walking through the grass next to my driveway in Everett, WA",0, ,2020-08-04,47.884641,-122.198424,ATT1652_9B9861A3-00F9-45CB-86B4-6351C5EB1C48.jpg
2522,{72357838-BAFD-4DA1-AFD8-9C8E9A972AC6},2020-08-04,This insect is trapped in a wasp trap and appears similar to the Asian Giant Hornet. We have also had unusually low numbers of yellowjackets and honey bees this season.,0,Thanks for the submission. Photos are really hard to determine what insect that is. The coloring does not match that of the Asian giant hornet and your county is currently Negative for them.,2020-08-04,48.608122,-117.821604,ATT1627_20200803_204111~2.jpg
3854,{ACEF3BDE-83CF-4341-AEA2-FB377D163A04},2020-08-04,Was buzzing around the peak of our house and the deck.  I did not get a picture but it was almost the size of a baby humming bird and had the coloring of a wasp/hornet,2, ,2020-08-05,48.732923,-122.663906,
1027,{2E35951B-41F1-440A-B1F1-BD977A491D53},2020-08-04,"I am the owner of the house at 27836 53rd Pl. S. Auburn, WA 98001. We started for painting from Monday Aug. 4th and power wash on the front side. Our two painters were working to remove several panels next to windows. One painter was bitten by bees when",2,Thanks for the submission. We would need a photo for verification. Feel free to resubmit a sighting if you get a photo.,2020-08-06,47.353015,-122.267539,
2570,{748C00F9-880F-4ECA-91F8-7C832C7D944C},2020-08-04,"Seen in Marysville WA. In my backyard, in a cherry tree. I could not get a picture but out was a couple inches long, looked like the pictures Ive seen and had a really loud buzzing sound,unlike any other insect I have heard. Hope this helps.",2, ,2020-08-04,48.074919,-122.15801,
544,{17B5D54C-C66E-44AC-9FF7-1A64CB1DCDEA},2020-08-04,"GPS on photo, looks like 3 holes in ground. About 1.5 to 2 inches",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.556322,-122.071493,ATT1622_IMG_20200803_190931.jpg
5275,{F1574122-8BF3-4878-9D1C-930F226928A6},2020-08-04,I live on Totten Inlet near Shelton.,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.14324,-123.01842,ATT1639_1201791F-B859-4B58-BDE3-720C273D90B5.jpg
1196,{359B98F7-8B33-49B6-8D7D-A809AAC6630A},2020-08-04,Found dead on our porch. Picked up in a container.,0,Thanks for the submission. That is a Golden digger wasp. They are very active right now. ,2020-08-04,47.575761,-122.680365,ATT1654_20200804_161819.jpg
5403,{F6DD71BE-E478-4A7A-8C62-20213BD684B7},2020-08-04,photos taken from inside the cab of a Toyota Tacoma. The pic of the rear view mirror indicates the size of the insect.,0,Thanks for the submission. That is a thin-waisted wasp.,2020-08-04,46.563257,-120.403317,ATT1633_hornet pic 1.jpg
2795,{7EBD4803-1ACB-4B64-BC2B-B142375CF4C0},2020-08-04,"In ground hive on south side of property behind boat trailers, near where photo was taken which had lots more climbing in and flying out.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.42098,-123.13082,ATT1650_2A235E9F-8782-4AC2-8A6A-7913805FF62E.jpg
5479,{FA37579E-E9D4-42D6-9E84-CBD344A3D106},2020-08-04,Call me ASAP still alive,0,Thanks for the submission. That is a native Cicada killer. Okay to release. ,2020-08-04,47.41494,-120.30522,ATT1621_image.jpg
4832,{DA5619F0-F0BD-42B6-8F6B-4FB678D53C59},2020-08-04,"Large orange hornet spotted in morning on white yarrow plant. This was shortly after I had watered the garden. It was at least an inch long, large wingspan. I have never seen an insect like it in the garden before. I didnot have my camera with me so no p",2, ,2020-08-04,47.060715,-122.877059,
1327,{3BE3F801-516D-4DFF-BFE0-B671924555FD},2020-08-04,Large bee,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-04,48.854659,-122.276372,ATT1642_1E0D39E9-976D-44FE-89EF-2ACEBAA822B8.jpg
354,{0F85F449-BCE2-4569-B4D9-1E762F59A8B5},2020-08-04,Lake Meridian Park - seen digging underground,0,Thanks for the submission. That is a Golden digger wasp digging! Great video. ,2020-08-04,47.36053,-122.14168,ATT1637_trim.E9B81BB7-C062-492B-816A-770B33B0C24B.MOV
966,{2B6B8454-61B5-4E0C-BF1E-911A23B7F016},2020-08-04,Back yard. Larger than normal population for body size. One photo has tape measure beneath jar,0,Thanks for the submission. That is a Golden digger wasp. Not necessary to kill them. ,2020-08-04,47.794327,-122.314796,ATT1644_20200804_143053.jpg
2821,{7F8389CC-CF5D-4848-8015-CB02DFCF78B8},2020-08-04,Noticed a large single hornet with the large red head. On a bush on the side of our house.,2, ,2020-08-04,46.997744,-122.794923,
5525,{FBD8BB8A-ECA5-4EF8-BD68-263AD232EFED},2020-08-04,The hornet has spent over 5 minutes on our Allium flowers.,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.276952,-122.516336,ATT1655_8EF5D325-DE99-4588-B5B4-3ACE72D4B656.jpg
2831,{7FEB5222-6BB2-4FB6-A80D-6E18E2A92257},2020-08-04,Found large hornet alive on my property trapped it in a jar.,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-04,47.36611,-122.75008,ATT1625_IMG_2247.png
488,{156789E5-8C09-409F-81D5-A249DCF7D062},2020-08-04,Huge wasp with large mandibles,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-04,47.367002,-122.709309,ATT1629_inbound6075440734621316789.jpg
3382,{97751DA5-38A3-4B47-BFC9-B0D59A0FCFC2},2020-08-04,Think i caught one. Its alive now.,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-04,47.570469,-121.95942,ATT1657_15965838256521655441529657412766.jpg
3381,{97556486-89C0-4BF9-89A6-F1E3FE5C625B},2020-08-04,"I am not sure if this is one, but I have never seen a bee like this.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,48.27719,-117.722145,ATT1641_IMG_20200804_121137868_HDR.jpg
4738,{D518F0D7-BD82-487D-AE11-4EEBD9154D17},2020-08-04,Was in my garden when I noticed it I came inside n I'm not going back out there,2, ,2020-08-04,47.41058,-122.83771,
108,{05379F76-4717-497C-A5AE-3204E4C34F72},2020-08-04,We were on our back deck and a huge black insect with orange wings flew at my husband and then left. I noticed what it looked like and we were a bit freaked out then it came back and tried to land on me and so we promptly ran inside. It seemed aggressive,2,Thanks for the submission. Feel free to resubmit a sighting if you get a photo.,2020-08-04,48.945697,-122.783018,
787,{22781CF5-4008-493B-8F79-73B2E41C66AA},2020-08-04,Came out of woodpile,0,Thanks for the submission. That looks like a Golden digger wasp. ,2020-08-04,47.835282,-121.650352,ATT1643_36CEBF27-619F-483F-A4BC-66FD64AE4D8C.jpg
3907,{AF1DE0DE-C007-451E-B075-0CCADC14DFBE},2020-08-04,In my car window still alive in a bottle now please call ASAP,0,Thanks for the submission. That is a native Cicada killer. Okay to release. ,2020-08-04,48.3654,-119.57959,ATT1620_image.jpg
3967,{B191EEF0-2AC0-4356-8ADD-D15C7C0598A7},2020-08-04,I was unable to get a photo.  The bee was on one of my alyssum flowers and was quite large.  I estimate at least one inch with more orange coloring towards the stinger.  I have seen wasps and many other bees; this is the first time I have seen something,2, ,2020-08-04,47.235896,-122.308553,
1433,{40D7F430-215E-44F0-862A-E0F854CD3099},2020-08-04,What appears toBe a dead Murder Hornet on my sisters patio @ 18322 12th NE.,0,Thanks for the submission that is a female horntail sawfly.,2020-08-04,47.757315,-122.308689,ATT1649_84C9EAB4-524D-4D5A-BB90-0F03C586FD78.jpg
4507,{CB5B3BD2-507F-461E-87F0-E7875C30C421},2020-08-04,Absolutely positive this was an asian murder hornet sighting. Orange-ish almost red looking bee 1.5-2 inch in length flew around us a couple times and flew off towards the bathroom at lower sandy campground. Sound of its flying made a low hum sound.,2, ,2020-08-06,48.703597,-121.671092,
649,{1D11C585-349F-4CD7-95E1-DA31501390AF},2020-08-04,"We found this nearly dead specimen on the beach in Port Townsend. It was roughly 1.5"" in length - another beach comber bagged it to send in. I thought I would also send this image.",0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-05,48.1212,-122.77263,ATT1675_IMG_0577.jpg
4985,{E1BE9E89-20F7-4F36-9C0E-11E698FF831F},2020-08-04,It is a murder hornet found in my front yard in Spokane wa by my kids pool while we were playing out side now that hornet is in my freezer.,0,Thanks for the submission. That is the Golden digger wasp. They are important pollinators. ,2020-08-04,47.721796,-117.403334,ATT1659_image.jpg
1471,{42B002C4-BD5D-4C7E-A86A-33649BA31DC6},2020-08-04,"Spotted on broad st, just east of Elliott Ave. very large, at least 1-2” long. Possibly a golden digger wasp but didn’t want to take any chances",0,"Thanks for the submission. That is a busy, Golden digger wasp! ",2020-08-04,47.615512,-122.353441,ATT1618_trim.892BE6FA-6820-4DCE-9D95-DC97AF118561.MOV
2733,{7BD09981-CC6F-4FF8-8395-DABFF0D07A96},2020-08-04,"At Cresap bay campground in Washington, my family and I saw a few extremely large looking wasps, which I now realize after reading news on NPR, are most likely Asian hornets. I did not take A picture, because we were too afraid of them, but there was a l",2, ,2020-10-23,45.968985,-122.386562,
5372,{F564B62F-8289-4A54-894C-EB4D9A26E97C},2020-08-04,I saw them on blackberry bushes.  There were 4-5 working over the black berries,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.693382,-122.653872,ATT1631_469363FA-B692-45CB-9AE9-ED65F3734D13.jpg
2239,{65637C62-60FF-4BB3-B81E-C75B53C3E9DB},2020-08-04,Saw it in a vine maple tree in our backyard.  At first I thought it was an orange catipillar.  I went closer to look at it and it flew away. It was about 1.5 inches long.,2, ,2020-08-04,47.42026,-122.31969,
159,{084B455D-E3F1-4FA3-8C30-952070217855},2020-08-04,bizarre aggressive very large wasp I've never seen before,0,Thanks for the submission. That looks like a Golden digger wasp. ,2020-08-04,47.191473,-122.300933,ATT1632_20200804_102631.jpg
4077,{B7B88A92-A1D7-4918-AD37-D872E2A1CC67},2020-08-04,Flying in yard going flower to flower,0,Thanks for the submission. That is a busy Golden digger wasp. ,2020-08-04,45.641797,-122.665964,ATT1651_20200804_160609.jpg
645,{1CD7E5C0-EDEE-42B5-B2BC-CBD65F36493E},2020-08-04,Twitching on ground,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-04,45.57229,-122.31633,ATT1658_15965845692265668504328503944992.jpg
3980,{B26FB47D-5FFF-43CC-A9C8-CC8113961A06},2020-08-04,"Location: Downtown Seattle near Pike Place Market on residential condo rooftop. Approx 1.5"" long. After doing some research, this is probably a Golden Digger Hornet (?) but I had NEVER seen anything like it. It was not aggressive towards the other bees.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,47.608488,-122.341675,ATT1640_Hornet.jpg
1444,{41BBC88A-B723-4882-9D8C-98FF19549A53},2020-08-04,Saw Asian Giant hornet on my dock at hood canal. It was huge. Could not get photo unfortunately. Never saw anything like it.,2, ,2020-08-04,47.378604,-123.014088,
4599,{CFAF1A42-433D-4AAF-9FA8-73CB4D8561D5},2020-08-04,My neighbor saw what we may think could have been a murder hornet in her flowers outside.,2, ,2020-08-05,47.252191,-122.219193,
2353,{69EC9D7A-0FC7-400E-B85A-6706C0CB8B8E},2020-08-04,"My husband and I tried so hard to get a picture but were not able to. The body of this bee was at least the length of my pinky from the tip of my finger to the second knuckle. At first I thought it might be two insects mating, but was clearly not once it",2, ,2020-08-04,47.356094,-122.155486,
2391,{6C1082CF-C67E-4187-9310-1A673ECD441C},2020-08-04,Giant bees dipping holes in the dry dirt,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-04,45.597405,-122.523333,ATT1624_20200803_195806.jpg
5362,{F4CB911E-7C5C-486F-B708-46E32AEB4902},2020-08-04,"Found in window screen track on 3 windows.  Big cocoons, with empty wasp husks, and dead green crickets stuffed in the hay/dried grasses.  I am assuming for new hatchlings food.  Yuk!for",0,"Thanks for the submission. We are taking our best guess here, it could possibly be a Isodontia sp., ""grass carrying"" wasp.",2020-08-04,47.76144,-122.20563,ATT1647_20200803_111209.jpg
2290,{673AD718-0E4D-42E4-AF12-8474E49F95AB},2020-08-05,I saw the biggest hornet I have ever seen while working in my garden,2, ,2020-08-05,47.553551,-122.557506,
158,{0837EBEA-1E4F-4D39-A7FF-D6A56D635765},2020-08-05,"While docking my kayak I heard a loud buzz and then saw this flying at me.  I swat it with my hat.  I tried to step on it and it still didn't die.  I trapped it with a rock and got a pair of pliers, it tried to sting and pinch the pliers.  It wasn't unti",0,Thanks for the submission. That is a Cicada killer. ,2020-08-05,47.627789,-119.327652,ATT1662_20200804_183827.jpg
4109,{B9D2C603-D104-405C-9000-6A5868D7D958},2020-08-05, ,0,Thanks for the submission. That is a Cicada killer. ,2020-08-10,47.05101,-120.59152,ATT1834_C78855FA-C5D8-4455-8018-0561D320086D.jpg
4708,{D45FB60C-D8E6-4FCD-9918-06B8B245EA8A},2020-08-05,"Large orange and black insect was seen flying towards the ground at the Crestview Dog Park in Tukwila, WA.  Thought it looked stange so walked closer for a look.  Wasn't even thinking Asian Hornet at this point.  When I got within 10 feet i saw that it w",2, ,2020-08-05,47.457418,-122.278977,
2123,{607F03FA-1426-492C-9229-0206DFAC7533},2020-08-05,"Two days ago, I reported seeing to full size .  Today there were 2 half size - makes  wonder if there is a hive in the area",0,Thanks for the submission. Feel free to submit a sighting with a photo of the insect and or nest. Your county is currently Negative for Asian giant hornet.,2020-08-05,47.798661,-122.374292,
1816,{5329791A-B994-4473-BB51-E3013DB07E2E},2020-08-05,"It is about 1.5 inches long.  I have it in a jar.  It was big and aggressive, but I'm not sure it's a murder hornet.",0,Thanks for the submission. That is a fem.ale horntail wasp. Please release her outside,2020-08-05,47.633542,-122.109433,ATT1667_IMG_7929.png
215,{09FD1A74-6F24-405C-8E52-229A1D2FB8DB},2020-08-05, ,2, ,2020-08-05,47.682957,-122.381884,
4473,{C9AC34FC-40CA-4A91-8DC4-775A31B33F5C},2020-08-05,"Second sighting, but daughter did a stomp and twist.  ~1.5"" long",2, ,2020-08-05,46.938521,-123.015094,
2096,{5F893EE7-07AF-4E80-92D4-4AD0896C63F4},2020-08-05,"Found in Finn Hill, Washington",0,"Thanks for the submission. That is hard to see, but it looks like a Golden digger wasp.  Your county is currently Negative for Asian giant hornet.",2020-08-05,47.71732,-122.22735,ATT1682_5C9BDF79-FD49-4776-ADE5-94EDFD6B3F60.jpg
2107,{5FDDC35A-72FB-4069-B014-5D3688F8FD87},2020-08-05,"Found burrowing a hole in the ground, nonaggressive",2, ,2020-08-05,47.637285,-122.37354,
844,{24EF6AA7-611D-4D15-9586-3171E4C1B439},2020-08-05,We have caught a murder hornet it is still alive what do we do?,0,Thanks for the submission. That is a female horntail sawfly. Please let her go.,2020-08-05,47.60357,-122.32945,ATT1685_61834612402__8FE4A579-AB76-4156-831B-5586FE61C773.MOV
4297,{C1E2703E-98C2-4011-A6A1-FF96194B7A97},2020-08-05,Asian hornet was by my asian pear tree. saw him three times at 4:15 Aug 5th,2, ,2020-08-05,48.055096,-122.170492,
2454,{6F172C5F-5726-4E9C-A48D-C44BCF51F3E6},2020-08-05,Captured Murder hornet,2, ,2020-08-06,47.266457,-122.58301,
3042,{89AAD133-CEC5-4FA6-910B-3CBE186F319F},2020-08-05,My husband found dead you can contact him at 509-531-5827 (Donnie) if this is considered to maybe be the species your looking for,0,"Thanks for your submission. That looks like a ground dwelling wasp, possibly in the Tiphiid family.  ",2020-08-05,46.1992,-119.01561,ATT1683_BEDCCD65-7A76-499A-8823-F86E8C016738.jpg
3270,{934BD003-5A41-4F8C-A782-1A72A1945B2F},2020-08-05,I believe I saw one at my house. It was about 2 in long and had orange and black coloring. It seemed to be elongated compared to the reg pictures. Sorry I tried to capture it but it got away.,2, ,2020-08-05,47.537431,-117.281182,
5578,{FE71135B-B12D-46F9-BA30-98222653928D},2020-08-05,When I first saw it I ran to get some RAID spray to kill it and when I got back it was gone,2, ,2020-08-05,47.423326,-122.199179,
4923,{DEA93F60-3159-409A-94EB-281C04588B74},2020-08-05,A bunch are buzzing around the blackberry bush in our backyard,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.104829,-122.268365,ATT1695_IMG_20200805_153818871.jpg
516,{168240D1-9C99-41AE-9333-12579CA4E68F},2020-08-05,Multiple large bees the past week,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.569431,-122.398486,ATT1696_301AF0E9-3A9A-43DE-9FA7-12E3C430D0C9.png
2677,{78FAFC52-72C0-45A1-BAB7-FFD06C42D714},2020-08-05, ,2, ,2020-08-07,47.496596,-122.322249,
4341,{C3DAA67F-CBB3-4BDB-9EC5-185DF36B4CED},2020-08-05,"Noticed this “insect” flying on our side yard, witnessed it entering a hole in the ground; saw it flying 3 different times. This photo is magnified",2, ,2020-08-05,47.297054,-122.633371,
2676,{78F563DD-0BD4-4834-AF20-8838AC1AD268},2020-08-05, ,2, ,2020-08-05,47.530769,-122.358792,
4323,{C2DBE5EC-1BFA-4D00-8B63-C77C40CCF1EF},2020-08-05,Saw three this morning on my flowering leeks,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.601822,-122.51791,ATT1674_5C9246AC-BA7C-4DAF-9180-D96DFCDEEC1B.jpg
4751,{D5CC2FC5-60EA-4E59-B9ED-E361DAFFE7E9},2020-08-05, ,0,Thanks for the submission. That is a female horntail sawfly. Not necessary to kill them.,2020-08-05,47.60357,-122.32945,ATT1681_image.jpg
3819,{AAEF0693-F65A-4622-995C-3C68AAA3939A},2020-08-05,saw an giant hornet in my back yard but flew away before I could catch it,2, ,2020-08-05,47.970791,-122.204464,
2492,{70CD2F5B-3C10-4267-AA51-4E1B8677D323},2020-08-05,Was not a local bee was easily 2 plus inches in length and is similar to photos of Asian wasp,2, ,2020-08-18,47.7364,-120.41549,
3315,{9462849C-56DA-418B-8273-65E87824E7E6},2020-08-05,"We were unable to get a picture, it was certainly an Asian hornet in our backyard by the pool.  I live in Deer Park Washington. We will try to get a picture next time we see it.",2, ,2020-08-05,48.02369,-117.67434,
2340,{6956E1D9-90B1-453D-8320-6BC3E32C88DD},2020-08-05, ,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.62984,-120.68945,ATT1688_FD9D208E-DEC8-4DE7-B672-004F2931C842.jpg
1867,{559D34CB-E9AD-4A75-98B9-CF884A1F13E7},2020-08-05,"Hi. I'm not stupid, and there are plenty of bees and wasps around. I particularly enjoy watching the wasps hovering above and moving around the pile of sawdust they've made at the base of one the stumps in my yard. The largest flying insect I've ever see",2, ,2020-08-05,47.663036,-122.341836,
4543,{CCCD09FE-64FE-41F4-8EA2-443417841A54},2020-08-05,"I saw one, about 1 3/4"" on a hedge rose next to hops vine. facing south. watched it walk. orange thick body yellow orange head.",2, ,2020-08-06,47.54809,-122.15063,
5586,{FEC056D6-4F10-4390-AA33-5DCB11E60B97},2020-08-05,I just saw one im sure! The bee was as big as my thumb! It was going to land on our porch pist but turned and flew from where it came from. I have never seen a bee that big! It was here a short time so I couldn't get a picture  id like to know how to mak,2, ,2020-08-05,47.268599,-122.350335,
2051,{5DA800CD-FE42-4DCF-88AE-C9C732131345},2020-08-05,After we cut down a tree we saw one. We lost it in the foliage. I am a beekeeper snd my neighbor keeps commercial bees. I am familiar with bald faced hornets and all manner of wasps. This thing was bigger than a bald faced hornet. Its stibger was as long,2,"Thanks for the submission. It sounds like you saw a wood loving horntail sawfly. That long ovipositor is used to lay eggs. Also, your county is Negative for Asian giant hornet. Feel free to resubmit a sighting if you get a photo.",2020-08-05,46.824013,-122.95759,
5236,{EF5C101E-8AD5-4BF4-AFA1-10DC76CB083A},2020-08-05,"Big hornet many yellow lines, 1,5”, fat, big front legs",0,Thanks for the submission. That is a ten lined June bug beetle.,2020-08-05,47.480575,-122.349165,ATT1666_5222A717-4117-49C3-BD59-E8A691CFA485.jpg
4808,{D9333E85-AB15-42D8-8415-677C45B1E48F},2020-08-05,"Very large bee with orange face buzzed our picnic at Steptoe Butte State Park. It moved away too quickly for a picture, sorry.",2, ,2020-08-06,47.03239,-117.29713,
777,{22242891-3466-4F91-B42A-D5BD0FE3DD43},2020-08-05,Found this wasp dead in my yard this morning.,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-05,45.636326,-122.61682,ATT1672_20200805_092909.jpg
3930,{B0025284-179E-4F44-9E94-6491671BF303},2020-08-05, ,0,Thanks for the submission. That is a female horntail sawfly. Please don't kill them.,2020-08-05,47.57123,-122.38514,ATT1664_A4BAC137-C17D-475A-AB93-775A3DE746B3.jpg
5523,{FBC5814E-AE97-4232-BB24-B6F240AE2B34},2020-08-05,Observed climbing inside of garage,2, ,2020-08-05,47.385933,-122.093183,
